CommunityName,Category,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC
01B,Violence  'Other' (Non-domestic),,,,,,,,,,,,
01B,Residential Break & Enter,,,,,,,,,,,,
01B,Commercial Break & Enter,,,,,1,,,,,,,
01B,Theft OF Vehicle,,,,,,,,,,,,
01B,Theft FROM Vehicle,,,,,,1,,,,,,
01B,Social Disorder,1,2,,1,1,1,,,,,2,
01B,Physical Disorder,,,,,,,,,,,,
,,,,,,,,,,,,,
01C,Assault (Non-domestic),,,,,,,,,,,,
01C,Commercial Robbery,,,,,,,,,,,,
01C,Street Robbery,,,,,,,,,,,,
01C,Violence  'Other' (Non-domestic),,,,,,,,,,,,
01C,Residential Break & Enter,,,,,,,,,,,,1
01C,Commercial Break & Enter,,,,,,,,,,,,
01C,Theft OF Vehicle,,,,,,,,,,,,
01C,Theft FROM Vehicle,,,,,,,,,,,,
01C,Social Disorder,,,1,,1,,,,,1,,
01C,Physical Disorder,,1,,,,,,1,,1,,
,,,,,,,,,,,,,
01E,Assault (Non-domestic),,,,,,,,,,,,
01E,Commercial Robbery,,,,,,,,,,,,
01E,Street Robbery,,,,,,,,,,,,
01E,Violence  'Other' (Non-domestic),,,,,,,,,,,,
01E,Residential Break & Enter,,,,,,,,,,,,
01E,Commercial Break & Enter,,,,,,,,,,,,
01E,Theft OF Vehicle,,,,,,,,,,,,
01E,Theft FROM Vehicle,,,,,,,,,,,,
01E,Social Disorder,,,,,,,,,,,,
01E,Physical Disorder,,,,,,,,,,,,
,,,,,,,,,,,,,
01D,Assault (Non-domestic),,,,,,,,,,,,
01D,Commercial Robbery,,,,,,,,,,,,
01D,Street Robbery,,,,,,,,,,,,
01D,Violence  'Other' (Non-domestic),,,,,,,,,,,,
01D,Residential Break & Enter,,,,,,,,,,,,
01D,Commercial Break & Enter,,,,,,,,,,,,
01D,Theft OF Vehicle,,,,,,,,,,,,
01D,Theft FROM Vehicle,,,,,,,,,,,,
01D,Social Disorder,,,,,,,,,,,,
01D,Physical Disorder,,,,,,,,,,,,
,,,,,,,,,,,,,
01F,Assault (Non-domestic),,,,,,,,,,,,
01F,Commercial Robbery,,,,,,,,,,,,
01F,Street Robbery,,,,,,,,,,,,
01F,Violence  'Other' (Non-domestic),,,,,,,,,,,,
01F,Residential Break & Enter,,,,,,,,,,,,
01F,Commercial Break & Enter,,,,,,,,,,,,
01F,Theft OF Vehicle,,,,,,,,,,,,
01F,Theft FROM Vehicle,,,,,,,,1,,,,
01F,Social Disorder,,,,,,,1,1,,1,,
01F,Physical Disorder,,,,,1,,,,,,,
,,,,,,,,,,,,,
01G,Assault (Non-domestic),,,,,,,,,,,,
01G,Commercial Robbery,,,,,,,,,,,,
01G,Street Robbery,,,,,,,,,,,,
01G,Violence  'Other' (Non-domestic),,,,,,,,,,,,
01G,Residential Break & Enter,,,,,,,,,,,,
01G,Commercial Break & Enter,,,,,,,,,,,,
01G,Theft OF Vehicle,,,,,,,,,,,,
01G,Theft FROM Vehicle,,,,,,,,,,,,
01G,Social Disorder,,,,,,1,,,,,,
01G,Physical Disorder,,,,,,,,,,,,
,,,,,,,,,,,,,
01H,Assault (Non-domestic),,,,,,,,,,,,
01H,Commercial Robbery,,,,,,,,,,,,
01H,Street Robbery,,,,,,,,,,,,
01H,Violence  'Other' (Non-domestic),,,,,,,,,,,,
01H,Residential Break & Enter,,,,,,,,,,,,
01H,Commercial Break & Enter,,,,,,,,,,,,
01H,Theft OF Vehicle,,,,,,,,,,,,
01H,Theft FROM Vehicle,,,,,,,,,,,,
01H,Social Disorder,,,,,,,1,,,1,,
01H,Physical Disorder,,,,,,,,,,,,
,,,,,,,,,,,,,
02A,Assault (Non-domestic),7,3,3,3,5,2,1,1,4,,,
02A,Commercial Robbery,,,,,,,,,,,,
02A,Street Robbery,,,,,,,,,,,,
02A,Violence  'Other' (Non-domestic),1,1,1,,,,1,,1,,,
02A,Residential Break & Enter,,,,,,,,,,,,
02A,Commercial Break & Enter,,,1,,2,,,1,,1,,
02A,Theft OF Vehicle,,,1,,,,,,,,,
02A,Theft FROM Vehicle,,1,,,,,,,,,,
02A,Social Disorder,1,,2,2,2,1,,1,1,,1,
02A,Physical Disorder,,,,,,,,,,,,
,,,,,,,,,,,,,
02B,Assault (Non-domestic),,,,,,,,,,,,
02B,Commercial Robbery,,,,,,,,,,,,
02B,Street Robbery,,,,,,,,,,,,
02B,Violence  'Other' (Non-domestic),,,,,,,,,,,,
02B,Residential Break & Enter,,,,,,,,,,,,
02B,Commercial Break & Enter,,,,,,,,,,,,
02B,Theft OF Vehicle,,,,,,,,,,,,
02B,Theft FROM Vehicle,,,,,,,,,,,,
02B,Social Disorder,,,,,,,1,1,,,1,
02B,Physical Disorder,,,,,,,,,,,,
,,,,,,,,,,,,,
02C,Assault (Non-domestic),,,,,,,,,,,,
02C,Commercial Robbery,,,,,,,,,,,,
02C,Street Robbery,,,,,,,,,,,,
02C,Violence  'Other' (Non-domestic),,,,,,,,,,,,
02C,Residential Break & Enter,,,,,,,,,,,,
02C,Commercial Break & Enter,,,,,,,,,,,,
02C,Theft OF Vehicle,,,,,,,,,,,,
02C,Theft FROM Vehicle,,,,,,,,,,,,
02C,Social Disorder,,1,,,,1,6,,1,,,2
02C,Physical Disorder,,,,,,,,,,,,
,,,,,,,,,,,,,
02E,Assault (Non-domestic),,,,,,,,,,3,4,4
02E,Commercial Robbery,,,,,,,,,,,,
02E,Street Robbery,,,,,,,,,,,,
02E,Violence  'Other' (Non-domestic),,,,,,,,,,,,1
02E,Residential Break & Enter,,,,,,,,,,,,
02E,Commercial Break & Enter,,,,,,,1,,,1,,
02E,Theft OF Vehicle,1,,,,,1,,,,,,
02E,Theft FROM Vehicle,,,1,,1,,,,,,,
02E,Social Disorder,7,1,1,4,3,1,7,2,3,3,2,3
02E,Physical Disorder,,,,,1,,,1,1,,1,1
,,,,,,,,,,,,,
02F,Assault (Non-domestic),,,,,,,,,,,,
02F,Commercial Robbery,,,,,,,,,,,,
02F,Street Robbery,,,,,,,,,,,,
02F,Violence  'Other' (Non-domestic),,,,,,,,,,,,
02F,Residential Break & Enter,,,,,,,,,,,,
02F,Commercial Break & Enter,,,,,,,,,,,,
02F,Theft OF Vehicle,,,,,,,,,,,,
02F,Theft FROM Vehicle,,,,,,,,,,,,
02F,Social Disorder,1,3,,2,,,1,1,1,,1,1
02F,Physical Disorder,1,,,,1,1,1,1,1,1,,
,,,,,,,,,,,,,
02K,Assault (Non-domestic),,,,,,,,,,,,
02K,Commercial Robbery,,,,,,,,,,,,
02K,Street Robbery,,,,,,,,,,,,
02K,Violence  'Other' (Non-domestic),,,,,,,,,,,,
02K,Residential Break & Enter,,,,,,,,,,,,
02K,Commercial Break & Enter,,,,,,,,,,,1,
02K,Theft OF Vehicle,,,,,,,,,,2,,1
02K,Theft FROM Vehicle,,,,,,,,,,,,
02K,Social Disorder,2,1,3,2,2,1,2,,2,3,,1
02K,Physical Disorder,,,1,,,,,,,,,
,,,,,,,,,,,,,
02L,Assault (Non-domestic),,,,,,,,,,,,
02L,Commercial Robbery,,,,,,,,,,,,
02L,Street Robbery,,,,,,,,,,,,
02L,Violence  'Other' (Non-domestic),,,,,,,,,,,,
02L,Residential Break & Enter,,,,,,,,,,,,
02L,Commercial Break & Enter,,,,,,,,,,,,
02L,Theft OF Vehicle,,,,,,,,,,,,
02L,Theft FROM Vehicle,,,,,,,,,,,,
02L,Social Disorder,,,,3,,,,,1,,,
02L,Physical Disorder,,,,,,,,,,,,
,,,,,,,,,,,,,
03C,Assault (Non-domestic),,,,,,,,,,,,
03C,Commercial Robbery,,,,,,,,,,,,
03C,Street Robbery,,,,,,,,,,,,
03C,Violence  'Other' (Non-domestic),,,,,,,,,,,,
03C,Residential Break & Enter,,,,,,,,,,,,
03C,Commercial Break & Enter,,,,,,,,,,,,
03C,Theft OF Vehicle,,,,,,,,,,,,
03C,Theft FROM Vehicle,,,,,,,,,,,,
03C,Social Disorder,,,,,,,,,,,,
03C,Physical Disorder,,,,,,,,,,,,
,,,,,,,,,,,,,
03D,Assault (Non-domestic),,,,,,,,,,,,
03D,Commercial Robbery,,,,,,,,,,,,
03D,Street Robbery,,,,,,,,,,,,
03D,Violence  'Other' (Non-domestic),,,,,,,,,,,,
03D,Residential Break & Enter,,,,,,,,,,,,
03D,Commercial Break & Enter,,,,,,,,,,,,
03D,Theft OF Vehicle,,,,,,,,,,,,
03D,Theft FROM Vehicle,,,,,,,,,,,,
03D,Social Disorder,,,,,,,,,,,,
03D,Physical Disorder,,,,,,,,,,,,
,,,,,,,,,,,,,
03H,Assault (Non-domestic),,,,,,,,,,,,
03H,Commercial Robbery,,,,,,,,,,,,
03H,Street Robbery,,,,,,,,,,,,
03H,Violence  'Other' (Non-domestic),,,,,,,,,,,,
03H,Residential Break & Enter,,,,,,,,,,,,
03H,Commercial Break & Enter,,1,1,,,1,,,,,,
03H,Theft OF Vehicle,,,,,,,,,,,,
03H,Theft FROM Vehicle,,,,1,,1,,,,,,
03H,Social Disorder,,,,1,1,1,2,1,2,,,
03H,Physical Disorder,,,,1,,,,,,,,
,,,,,,,,,,,,,
03I,Assault (Non-domestic),,,,,,,,,,,,
03I,Commercial Robbery,,,,,,,,,,,,
03I,Street Robbery,,,,,,,,,,,,
03I,Violence  'Other' (Non-domestic),,,,,,,,,,,,
03I,Residential Break & Enter,,,,,,,,,,,,
03I,Commercial Break & Enter,,,,,,,,,,,,1
03I,Theft OF Vehicle,,,,,,,,,,,,
03I,Theft FROM Vehicle,,,,,,,,,1,,,
03I,Social Disorder,,,1,1,1,1,1,,2,1,1,
03I,Physical Disorder,,,,,,,,1,,,,
,,,,,,,,,,,,,
03S,Assault (Non-domestic),,,,,,,,,,,,
03S,Commercial Robbery,,,,,,,,,,,,
03S,Street Robbery,,,,,,,,,,,,
03S,Violence  'Other' (Non-domestic),,,,,,,,,,1,,
03S,Residential Break & Enter,,,,,,,,,,,,
03S,Commercial Break & Enter,,,,,,,,,,,,
03S,Theft OF Vehicle,,,,,,,,,,1,1,
03S,Theft FROM Vehicle,,,,,,,,,,,,
03S,Social Disorder,,,,,1,2,,,,,1,2
03S,Physical Disorder,,,,,,,,,,,,
,,,,,,,,,,,,,
03V,Assault (Non-domestic),,,,,,,,1,,,,
03V,Commercial Robbery,,,,,,,,,,,,
03V,Street Robbery,,,,,,,,,,,,
03V,Violence  'Other' (Non-domestic),,,,,,,1,,1,,,
03V,Residential Break & Enter,,,,,,,,,,,,
03V,Commercial Break & Enter,,,1,,,,,,,,,
03V,Theft OF Vehicle,,,1,,,,,,,,,
03V,Theft FROM Vehicle,,,,,,,,,,,,
03V,Social Disorder,,,,,,,,,,,,
03V,Physical Disorder,,,,,2,,,,,,,
,,,,,,,,,,,,,
03W,Assault (Non-domestic),,,,,,,,,,,,
03W,Commercial Robbery,,,,,,,,,,,,
03W,Street Robbery,,,,,,,,,,,,
03W,Violence  'Other' (Non-domestic),,,,,,,,,,,,
03W,Residential Break & Enter,,,,,,,,,,,,1
03W,Commercial Break & Enter,,,,,,,,,,,1,
03W,Theft OF Vehicle,,,,,,,,,,,,
03W,Theft FROM Vehicle,,,,,,,,,,,,
03W,Social Disorder,,,,2,,,,,,,,
03W,Physical Disorder,,,,,,,,,,,,
,,,,,,,,,,,,,
05B,Assault (Non-domestic),,,,,,,,,,,,
05B,Commercial Robbery,,,,,,,,,,,,
05B,Street Robbery,,,,,,,,,,,,
05B,Violence  'Other' (Non-domestic),,,,,,,,,,,,
05B,Residential Break & Enter,,,,,,,,,,,,
05B,Commercial Break & Enter,,,,,,,,,,,,
05B,Theft OF Vehicle,,,,,,,,,,,,
05B,Theft FROM Vehicle,,,,,,,,,,,,
05B,Social Disorder,2,,1,,,3,2,2,2,1,2,
05B,Physical Disorder,,,,,,,,,1,,,
,,,,,,,,,,,,,
05C,Assault (Non-domestic),,,,,,,,,,,,
05C,Commercial Robbery,,,,,,,,,,,,
05C,Street Robbery,,,,,,,,,,,,
05C,Violence  'Other' (Non-domestic),,,,,,,,,,,,
05C,Residential Break & Enter,,,,,,,,,,,,
05C,Commercial Break & Enter,,,,,,,,,,,,
05C,Theft OF Vehicle,,,,,,,,,,1,,
05C,Theft FROM Vehicle,,,,,,,,,,,,
05C,Social Disorder,,,1,7,,,,,,,1,2
05C,Physical Disorder,,,,,1,1,,1,,,,
,,,,,,,,,,,,,
06A,Assault (Non-domestic),,,,,,,,,,,,
06A,Commercial Robbery,,,,,,,,,,,,
06A,Street Robbery,,,,,,,,,,,,
06A,Violence  'Other' (Non-domestic),,,,,,,,,,,,
06A,Residential Break & Enter,,,,,,,,,,,1,
06A,Commercial Break & Enter,,,,,,,,,,,,
06A,Theft OF Vehicle,,,,,,,,,,,,
06A,Theft FROM Vehicle,,,,,,,,,,,,
06A,Social Disorder,1,,,,,,,,2,1,1,
06A,Physical Disorder,,,,,,,,,,,,
,,,,,,,,,,,,,
06B,Assault (Non-domestic),,,,,,,,,,,,
06B,Commercial Robbery,,,,,,,,,,,,
06B,Street Robbery,,,,,,,,,,,,
06B,Violence  'Other' (Non-domestic),,,,,,,,,,,,
06B,Residential Break & Enter,,,,,,,,,,,,
06B,Commercial Break & Enter,,,,,,,,,,,,
06B,Theft OF Vehicle,,,,,,,,,,,,
06B,Theft FROM Vehicle,,,,,,,,,,,,
06B,Social Disorder,,,,,,1,,,1,,,
06B,Physical Disorder,,,,,,,,,,,,
,,,,,,,,,,,,,
09H,Assault (Non-domestic),,,,,,,,,,,1,
09H,Commercial Robbery,,,,,,,,,,,,
09H,Street Robbery,,,,,,,,,,,,
09H,Violence  'Other' (Non-domestic),,,,,,,,,,,,
09H,Residential Break & Enter,,,,,,,,,,,,
09H,Commercial Break & Enter,,,,,,,,,,,,
09H,Theft OF Vehicle,,,,,,,,,,,,
09H,Theft FROM Vehicle,,,,,,,,,,,,
09H,Social Disorder,,1,2,2,3,1,1,,1,1,2,
09H,Physical Disorder,,,,1,,,1,,1,,,1
,,,,,,,,,,,,,
09K,Assault (Non-domestic),,,,,,,,,,,,
09K,Commercial Robbery,,,,,,,,,,,,
09K,Street Robbery,,,,,,,,,,,,
09K,Violence  'Other' (Non-domestic),,,,,,,,,,,,
09K,Residential Break & Enter,,,,,,,,,,,,
09K,Commercial Break & Enter,,,,,,,,,,,,
09K,Theft OF Vehicle,,,,,,,,,,,,
09K,Theft FROM Vehicle,,,,,,,,,,,,
09K,Social Disorder,,,,3,2,1,,,,,1,1
09K,Physical Disorder,,1,1,,,1,,,,,,
,,,,,,,,,,,,,
09N,Assault (Non-domestic),,,,,,,,,,,,
09N,Commercial Robbery,,,,,,,,,,,,
09N,Street Robbery,,,,,,,,,,,,
09N,Violence  'Other' (Non-domestic),,,,,,,,,,,,
09N,Residential Break & Enter,,,,,,,,,,,,
09N,Commercial Break & Enter,,,,,,,,,,,,
09N,Theft OF Vehicle,,,,,,,,,,,,
09N,Theft FROM Vehicle,,,,,,,,,,,,
09N,Social Disorder,,,,1,1,,,,,,,
09N,Physical Disorder,,,,,,,,,,,,
,,,,,,,,,,,,,
10A,Assault (Non-domestic),,,,,,,,,,,1,
10A,Commercial Robbery,1,,,,,,,,,,,
10A,Street Robbery,,,,,,,,,,,,
10A,Violence  'Other' (Non-domestic),,,,,,,,,,,,
10A,Residential Break & Enter,1,,1,,,,,,,,,
10A,Commercial Break & Enter,1,,,,,,,,,,,
10A,Theft OF Vehicle,,,,,,,,,,,1,
10A,Theft FROM Vehicle,1,,,1,,1,,,,1,,
10A,Social Disorder,4,8,6,11,10,13,11,7,13,9,6,7
10A,Physical Disorder,1,,1,4,,2,,,1,1,,3
,,,,,,,,,,,,,
10B,Assault (Non-domestic),,,,,,,1,,,,,
10B,Commercial Robbery,,,,,,,,,,,,
10B,Street Robbery,,,,,,,,,,,,
10B,Violence  'Other' (Non-domestic),,,,,,,,,,,,
10B,Residential Break & Enter,,,,,,,,,,,,
10B,Commercial Break & Enter,,2,,,,,,,,,3,
10B,Theft OF Vehicle,,,,,,,,,,,,3
10B,Theft FROM Vehicle,,,,,,,,,,,,
10B,Social Disorder,1,6,3,6,1,5,5,4,2,2,2,2
10B,Physical Disorder,,2,,2,,1,1,1,,,,
,,,,,,,,,,,,,
10C,Assault (Non-domestic),,,,,,,,,,,,
10C,Commercial Robbery,,,,,,,,,,,,
10C,Street Robbery,,,,,,,,,,,,
10C,Violence  'Other' (Non-domestic),,,,,,,,,,,,
10C,Residential Break & Enter,,,1,,,,,,,,,
10C,Commercial Break & Enter,,,,,,,,,,,,
10C,Theft OF Vehicle,,,,,,,,,,,,
10C,Theft FROM Vehicle,,,,,,,,,,,,
10C,Social Disorder,,2,3,2,2,2,,,2,,2,
10C,Physical Disorder,1,1,3,,1,1,,,,,,
,,,,,,,,,,,,,
12A,Assault (Non-domestic),,,,,,,,,,,,
12A,Commercial Robbery,,,,,,,,,,,,
12A,Street Robbery,,,,,,,,,,,,
12A,Violence  'Other' (Non-domestic),,,,,,,,,,,,
12A,Residential Break & Enter,,,,,,,,,,,,
12A,Commercial Break & Enter,2,3,1,1,1,2,,,1,,3,1
12A,Theft OF Vehicle,,,,1,1,1,,1,,1,,
12A,Theft FROM Vehicle,,1,,,2,1,,,,,1,
12A,Social Disorder,1,4,2,2,4,,2,2,1,1,2,2
12A,Physical Disorder,2,,,2,,,,,1,1,,1
,,,,,,,,,,,,,
12B,Assault (Non-domestic),,,,,,,,,,,,
12B,Commercial Robbery,,,,,,,,,,,,
12B,Street Robbery,,,,,,,,,,,,
12B,Violence  'Other' (Non-domestic),,,,,,,,,,,,
12B,Residential Break & Enter,,,,,,,,,,,,
12B,Commercial Break & Enter,,,,6,,,,,,,,1
12B,Theft OF Vehicle,,,,,,,,,,,,
12B,Theft FROM Vehicle,,,,,,,,,,,,
12B,Social Disorder,,,,,1,,,1,1,3,,
12B,Physical Disorder,,,1,,,,,,,,,
,,,,,,,,,,,,,
12C,Assault (Non-domestic),,,,,,,,,,,,
12C,Commercial Robbery,,,,,,,,,,,,
12C,Street Robbery,,,,,,,,,,,,
12C,Violence  'Other' (Non-domestic),,,,,,,,,,,,
12C,Residential Break & Enter,,,,,,,,,,,,
12C,Commercial Break & Enter,,,,,,,,,,,,
12C,Theft OF Vehicle,,,,,,,,,,,,
12C,Theft FROM Vehicle,,,,,,,,,,,,
12C,Social Disorder,,,,1,,2,,,1,,,
12C,Physical Disorder,,,,,,,,1,,,1,
,,,,,,,,,,,,,
12F,Assault (Non-domestic),,,,,,,,,,,,
12F,Commercial Robbery,,,,,,,,,,,,
12F,Street Robbery,,,,,,,,,,,,
12F,Violence  'Other' (Non-domestic),,,,,,,,,,,,
12F,Residential Break & Enter,,,,,,,,,,,,
12F,Commercial Break & Enter,,,,1,,,,,,,,
12F,Theft OF Vehicle,,,,,,,,,,,,
12F,Theft FROM Vehicle,,,,,,,,,,,,
12F,Social Disorder,,,,,,,,,,,,
12F,Physical Disorder,,,,,,,,,,,,
,,,,,,,,,,,,,
12I,Assault (Non-domestic),,,,,,,,,,,,
12I,Commercial Robbery,,,,,,,,,,,,
12I,Street Robbery,,,,,,,,,,,,
12I,Violence  'Other' (Non-domestic),,,,,,,,,,,,
12I,Residential Break & Enter,,,,,,,,,,,,
12I,Commercial Break & Enter,,,,,,,,,,,,
12I,Theft OF Vehicle,,,,,,,,,,,,
12I,Theft FROM Vehicle,,,,,,,,,,,,
12I,Social Disorder,,,,,,,,,,,,
12I,Physical Disorder,,,,,,,,,,,,
,,,,,,,,,,,,,
12J,Assault (Non-domestic),,,,,,,,,,,,
12J,Commercial Robbery,,,,,,,,,,,,
12J,Street Robbery,,,,,,,,,,,,
12J,Violence  'Other' (Non-domestic),,,,,,,,,,,,
12J,Residential Break & Enter,,,,,,,,,,,,
12J,Commercial Break & Enter,,,,,,,,,,,,
12J,Theft OF Vehicle,,,,,,,,,,,,
12J,Theft FROM Vehicle,,,,,,,,,,,,
12J,Social Disorder,1,,,1,,1,2,1,2,,,1
12J,Physical Disorder,,,,,,,1,,1,,,
,,,,,,,,,,,,,
13A,Assault (Non-domestic),,,,,,,,,,,,
13A,Commercial Robbery,,,,,,,,,,,,
13A,Street Robbery,,,,,,,,,,,,
13A,Violence  'Other' (Non-domestic),,,,,,,,,,,,
13A,Residential Break & Enter,,,,,,,,,,,,
13A,Commercial Break & Enter,,,,,,,,,,,,
13A,Theft OF Vehicle,,,,,,,,,,,,
13A,Theft FROM Vehicle,,,,,,,,,,,,
13A,Social Disorder,,,,,,,,,,,1,
13A,Physical Disorder,,,,,,,,,,,,
,,,,,,,,,,,,,
13B,Assault (Non-domestic),,,,,,,,,,,,
13B,Commercial Robbery,,,,,,,,,,,,
13B,Street Robbery,,,,,,,,,,,,
13B,Violence  'Other' (Non-domestic),,,,,,,,,,,,
13B,Residential Break & Enter,,,,,,,,,,,,
13B,Commercial Break & Enter,,,,,,,,,,,1,
13B,Theft OF Vehicle,,,,,,,,,,,,
13B,Theft FROM Vehicle,,,,,,,,,,,,
13B,Social Disorder,,1,,,,2,,1,,,,
13B,Physical Disorder,,,,,,,,1,,,,
,,,,,,,,,,,,,
13C,Assault (Non-domestic),,,,,,,,,,,,
13C,Commercial Robbery,,,,,,,,,,,,
13C,Street Robbery,,,,,,,,,,,,
13C,Violence  'Other' (Non-domestic),,,,,,,,,,,,
13C,Residential Break & Enter,,,,,,,,,,,,
13C,Commercial Break & Enter,,,,,,,,,,,,
13C,Theft OF Vehicle,,,,,,,,,,,,
13C,Theft FROM Vehicle,,,,,,,,,,,,
13C,Social Disorder,1,,,1,,,,,,,,
13C,Physical Disorder,,1,,,,,,,,,,
,,,,,,,,,,,,,
13D,Assault (Non-domestic),,,,,,,,,,,,
13D,Commercial Robbery,,,,,,,,,,,,
13D,Street Robbery,,,,,,,,,,,,
13D,Violence  'Other' (Non-domestic),,,,,,,,,,,,
13D,Residential Break & Enter,,,,,,,,,,,,
13D,Commercial Break & Enter,,,,,,,,,,,,
13D,Theft OF Vehicle,,,,,,,,,,,,
13D,Theft FROM Vehicle,,,,,,,,,,,,
13D,Social Disorder,,,,,,1,1,,,,,2
13D,Physical Disorder,,,,,,,,,,,,
,,,,,,,,,,,,,
13E,Assault (Non-domestic),,,,,,,,,,,,
13E,Commercial Robbery,,,,,,,,,,,,
13E,Street Robbery,,,,,,,,,,,,
13E,Violence  'Other' (Non-domestic),,,,,,,,,,,,
13E,Residential Break & Enter,,,,,,,,,,,,
13E,Commercial Break & Enter,,,,,,,,,,,,
13E,Theft OF Vehicle,,,,,,,,,,,,
13E,Theft FROM Vehicle,,,,,,,,,,,,
13E,Social Disorder,,,,,1,,,,,1,,
13E,Physical Disorder,,,,1,,,,,,,,
,,,,,,,,,,,,,
13F,Assault (Non-domestic),,,,,,,,,,,,
13F,Commercial Robbery,,,,,,,,,,,,
13F,Street Robbery,,,,,,,,,,,,
13F,Violence  'Other' (Non-domestic),,,,,,,,,,,,
13F,Residential Break & Enter,,,,,,1,,,,,,
13F,Commercial Break & Enter,,,,,,,,,,,,
13F,Theft OF Vehicle,,,,,,,,,,,,
13F,Theft FROM Vehicle,,,,,,,,,,,,
13F,Social Disorder,,,,,,,,,2,,,
13F,Physical Disorder,,,,,,,,,,1,,
,,,,,,,,,,,,,
13G,Assault (Non-domestic),,,,,,,,,,,,
13G,Commercial Robbery,,,,,,,,,,,,
13G,Street Robbery,,,,,,,,,,,,
13G,Violence  'Other' (Non-domestic),,,,,,,,,,,,
13G,Residential Break & Enter,,,,,,,,,,,,
13G,Commercial Break & Enter,,,,,,,,,,,,
13G,Theft OF Vehicle,,,,,,,,,,,,1
13G,Theft FROM Vehicle,,,,,,,,1,2,,,
13G,Social Disorder,1,,,,,1,,3,1,,,
13G,Physical Disorder,,,,,1,,,,,,,
,,,,,,,,,,,,,
13H,Assault (Non-domestic),,,,,,,,,,,,
13H,Commercial Robbery,,,,,,,,,,,,
13H,Street Robbery,,,,,,,,,,,,
13H,Violence  'Other' (Non-domestic),,,,,,,,,,,,
13H,Residential Break & Enter,,,,,,,,,,,,
13H,Commercial Break & Enter,,,,,,,,,,,,
13H,Theft OF Vehicle,,,,,,,,,,,,
13H,Theft FROM Vehicle,,,,,,,,,,,,
13H,Social Disorder,,,,,,,,,,,,
13H,Physical Disorder,2,,,,,,,,,,,
,,,,,,,,,,,,,
14U,Assault (Non-domestic),,,,,,,,,,,,
14U,Commercial Robbery,,,,,,,,,,,,
14U,Street Robbery,,,,,,,,,,,,
14U,Violence  'Other' (Non-domestic),,,,,,,,,,,,
14U,Residential Break & Enter,,,,,,,,,,,,
14U,Commercial Break & Enter,,,,,,,,,,,,
14U,Theft OF Vehicle,,,,,,,,,,,,
14U,Theft FROM Vehicle,,,,,,,,,,,,
14U,Social Disorder,,,,,,,,,,1,,
14U,Physical Disorder,,,,,,,,,,,,
,,,,,,,,,,,,,
14V,Assault (Non-domestic),,,,,,,,,,,,
14V,Commercial Robbery,,,,,,,,,,,,
14V,Street Robbery,,,,,,,,,,,,
14V,Violence  'Other' (Non-domestic),,,,,,,,,,,,
14V,Residential Break & Enter,,,,,,,,,,,,
14V,Commercial Break & Enter,,,,,,,,,,,,
14V,Theft OF Vehicle,,,,,,,,,,,,
14V,Theft FROM Vehicle,,,,,,,,,,,,
14V,Social Disorder,1,2,3,2,1,2,2,3,1,3,5,1
14V,Physical Disorder,,,1,1,,,,,1,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
